51.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,INFO
18:05:53.2 (647174351)|STATEMENT_EXECUTE|[1]
18:05:53.2 (647177797)|STATEMENT_EXECUTE|[8]
18:05:53.2 (647206457)|HEAP_ALLOCATE|[8]|Bytes:4
18:05:53.2 (647365316)|VARIABLE_ASSIGNMENT|[8]|this.acntIds|[]|0x184dd846
18:05:53.2 (647373573)|STATEMENT_EXECUTE|[11]
18:05:53.2 (647408001)|HEAP_ALLOCATE|[11]|Bytes:4
18:05:53.2 (647496120)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:05:53.2 (647506708)|VARIABLE_ASSIGNMENT|[11]|this.acntsToUpdate|[]|0x184dd846
18:05:53.2 (647524486)|STATEMENT_EXECUTE|[21]
18:05:53.2 (647700210)|HEAP_ALLOCATE|[22]|Bytes:5
18:05:53.2 (647732690)|VARIABLE_SCOPE_BEGIN|[22]|o|Order|true|false
18:05:53.2 (648352172)|VARIABLE_ASSIGNMENT|[22]|o|{"Status":"Draft","LastModifiedDate":"2021-04-10T16:05:54.000Z","IsDeleted":false,"AccountId":"0011X00000oHyxdQAC","OrderNumber":"00100100","ContractId":"8001X000002WjwtQAC","TotalAmount":21500.00,"StatusCode":"Draft","IsReductionOrder":false,"SystemModstamp":"2021-04-10T16:05:54.000Z","ShipmentCost__c":350,"OwnerId":"0051X000007SSFeQAO","CreatedById":"0051X000007SSFeQAO","CreatedDate":"2021-04-10T16:05:53.000Z","Pricebook2Id":"01s1X000002dH5TQAU","Id":"8011X000002CvRUQA0","LastModifiedById":"0051X000007SSFeQAO","EffectiveDate":"2021-04-01T00:00:00.000Z"}|0x56962dac
18:05:53.2 (648374087)|STATEMENT_EXECUTE|[22]
18:05:53.2 (648377534)|STATEMENT_EXECUTE|[23]
18:05:53.2 (648464356)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:05:53.2 (648488369)|HEAP_ALLOCATE|[22]|Bytes:5
18:05:53.2 (648508934)|VARIABLE_SCOPE_BEGIN|[22]|o|Order|true|false
18:05:53.2 (648934413)|VARIABLE_ASSIGNMENT|[22]|o|{"Status":"Draft","LastModifiedDate":"2021-04-10T16:05:54.000Z","IsDeleted":false,"AccountId":"0011X00000oHyxeQAC","OrderNumber":"00100101","TotalAmount":77500.00,"StatusCode":"Draft","IsReductionOrder":false,"SystemModstamp":"2021-04-10T16:05:54.000Z","ShipmentCost__c":650,"OwnerId":"0051X000007SSFeQAO","CreatedById":"0051X000007SSFeQAO","CreatedDate":"2021-04-10T16:05:53.000Z","Pricebook2Id":"01s1X000002dH5TQAU","Id":"8011X000002CvRVQA0","LastModifiedById":"0051X000007SSFeQAO","EffectiveDate":"2021-04-01T00:00:00.000Z"}|0x206f50d0
18:05:53.2 (648949877)|STATEMENT_EXECUTE|[22]
18:05:53.2 (648953015)|STATEMENT_EXECUTE|[23]
18:05:53.2 (648973066)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:05:53.2 (648989572)|HEAP_ALLOCATE|[22]|Bytes:5
18:05:53.2 (649005118)|VARIABLE_ASSIGNMENT|[22]|o|null|
18:05:53.2 (649022189)|STATEMENT_EXECUTE|[27]
18:05:53.2 (649078159)|HEAP_ALLOCATE|[28]|Bytes:5
18:05:53.2 (649093661)|VARIABLE_SCOPE_BEGIN|[28]|o|Order|true|false
18:05:53.2 (649513263)|VARIABLE_ASSIGNMENT|[28]|o|{"Status":"Draft","LastModifiedDate":"2021-04-10T16:05:54.000Z","IsDeleted":false,"AccountId":"0011X00000oHyxdQAC","OrderNumber":"00100100","ContractId":"8001X000002WjwtQAC","TotalAmount":21500.00,"StatusCode":"Draft","IsReductionOrder":false,"SystemModstamp":"2021-04-10T16:05:54.000Z","ShipmentCost__c":350,"OwnerId":"0051X000007SSFeQAO","CreatedById":"0051X000007SSFeQAO","CreatedDate":"2021-04-10T16:05:53.000Z","Pricebook2Id":"01s1X000002dH5TQAU","Id":"8011X000002CvRUQA0","LastModifiedById":"0051X000007SSFeQAO","EffectiveDate":"2021-04-01T00:00:00.000Z"}|0x6619b045
18:05:53.2 (649541387)|STATEMENT_EXECUTE|[28]
18:05:53.2 (649544996)|STATEMENT_EXECUTE|[29]
18:05:53.2 (649592289)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:05:53.2 (649613267)|HEAP_ALLOCATE|[28]|Bytes:5
18:05:53.2 (649631386)|VARIABLE_SCOPE_BEGIN|[28]|o|Order|true|false
18:05:53.2 (650011830)|VARIABLE_ASSIGNMENT|[28]|o|{"Status":"Draft","LastModifiedDate":"2021-04-10T16:05:54.000Z","IsDeleted":false,"AccountId":"0011X00000oHyxeQAC","OrderNumber":"00100101","TotalAmount":77500.00,"StatusCode":"Draft","IsReductionOrder":false,"SystemModstamp":"2021-04-10T16:05:54.000Z","ShipmentCost__c":650,"OwnerId":"0051X000007SSFeQAO","CreatedById":"0051X000007SSFeQAO","CreatedDate":"2021-04-10T16:05:53.000Z","Pricebook2Id":"01s1X000002dH5TQAU","Id":"8011X000002CvRVQA0","LastModifiedById":"0051X000007SSFeQAO","EffectiveDate":"2021-04-01T00:00:00.000Z"}|0x5e1e36de
18:05:53.2 (650026957)|STATEMENT_EXECUTE|[28]
18:05:53.2 (650029979)|STATEMENT_EXECUTE|[29]
18:05:53.2 (650049585)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:05:53.2 (650066480)|HEAP_ALLOCATE|[28]|Bytes:5
18:05:53.2 (650082136)|VARIABLE_ASSIGNMENT|[28]|o|null|
18:05:53.2 (650090076)|STATEMENT_EXECUTE|[34]
18:05:53.2 (650099786)|HEAP_ALLOCATE|[34]|Bytes:64
18:05:53.2 (650128247)|HEAP_ALLOCATE|[34]|Bytes:4
18:05:53.2 (650140247)|HEAP_ALLOCATE|[34]|Bytes:7
18:05:53.2 (650196867)|HEAP_ALLOCATE|[34]|Bytes:12
18:05:53.2 (650213681)|HEAP_ALLOCATE|[34]|Bytes:12
18:05:53.2 (650556797)|SOQL_EXECUTE_BEGIN|[34]|Aggregations:0|SELECT Id, Chiffre_d_affaire__c FROM Account WHERE Id = :tmpVar1
18:05:53.2 (658624661)|SOQL_EXECUTE_END|[34]|Rows:2
18:05:53.2 (658660601)|HEAP_ALLOCATE|[34]|Bytes:12
18:05:53.2 (658696532)|HEAP_ALLOCATE|[34]|Bytes:118
18:05:53.2 (658733127)|HEAP_ALLOCATE|[34]|Bytes:12
18:05:53.2 (658816248)|VARIABLE_ASSIGNMENT|[34]|this.acntsSource|[{"Id":"0011X00000oHyxdQAC","Chiffre_d_affaire__c":0},{"Id":"0011X00000oHyxeQAC"}]|0x184dd846
18:05:53.2 (658831011)|STATEMENT_EXECUTE|[49]
18:05:53.2 (658845271)|VARIABLE_SCOPE_BEGIN|[49]|i|Integer|false|false
18:05:53.2 (658856837)|HEAP_ALLOCATE|[49]|Bytes:4
18:05:53.2 (658868255)|VARIABLE_ASSIGNMENT|[49]|i|0
18:05:53.2 (658944781)|STATEMENT_EXECUTE|[49]
18:05:53.2 (658948092)|STATEMENT_EXECUTE|[50]
18:05:53.2 (658982594)|VARIABLE_SCOPE_BEGIN|[50]|newOrder|Order|true|false
18:05:53.2 (659477806)|VARIABLE_ASSIGNMENT|[50]|newOrder|{"Status":"Draft","LastModifiedDate":"2021-04-10T16:05:54.000Z","IsDeleted":false,"AccountId":"0011X00000oHyxdQAC","OrderNumber":"00100100","ContractId":"8001X000002WjwtQAC","TotalAmount":21500.00,"StatusCode":"Draft","IsReductionOrder":false,"SystemModstamp":"2021-04-10T16:05:54.000Z","ShipmentCost__c":350,"OwnerId":"0051X000007SSFeQAO","CreatedById":"0051X000007SSFeQAO","CreatedDate":"2021-04-10T16:05:53.000Z","Pricebook2Id":"01s1X000002dH5TQAU","Id":"8011X000002CvRUQA0","LastModifiedById":"0051X000007SSFeQAO","EffectiveDate":"2021-04-01T00:00:00.000Z"}|0x56962dac
18:05:53.2 (659633393)|HEAP_ALLOCATE|[52]|Bytes:5
18:05:53.2 (659654067)|HEAP_ALLOCATE|[52]|Bytes:12
18:05:53.2 (659664575)|VARIABLE_SCOPE_BEGIN|[52]|acc|Account|true|false
18:05:53.2 (659685226)|VARIABLE_ASSIGNMENT|[52]|acc|{"Id":"0011X00000oHyxdQAC","Chiffre_d_affaire__c":0}|0x45a34165
18:05:53.2 (659693517)|STATEMENT_EXECUTE|[52]
18:05:53.2 (659696503)|STATEMENT_EXECUTE|[54]
18:05:53.2 (659699112)|STATEMENT_EXECUTE|[54]
18:05:53.2 (659983406)|HEAP_ALLOCATE|[54]|Bytes:4
18:05:53.2 (660408726)|HEAP_ALLOCATE|[54]|Bytes:4
18:05:53.2 (719248662)|HEAP_DUMP|[55]|07n1X0000009FTG|UpdateAccountTurnover|none|55
18:05:53.2 (719312265)|STATEMENT_EXECUTE|[55]
18:05:53.2 (719377565)|HEAP_ALLOCATE|[55]|Bytes:28
18:05:53.2 (719518673)|HEAP_ALLOCATE|[55]|Bytes:28
18:05:53.2 (720139347)|VARIABLE_ASSIGNMENT|[55]|this.Chiffre_d_affaire__c|21500.00|0x45a34165
18:05:53.2 (720232655)|HEAP_ALLOCATE|[58]|Bytes:4
18:05:53.2 (720376015)|HEAP_ALLOCATE|[58]|Bytes:4
18:05:53.2 (760594546)|HEAP_DUMP|[61]|07n1X0000009FTH|UpdateAccountTurnover|none|61
18:05:53.2 (760621976)|STATEMENT_EXECUTE|[61]
18:05:53.2 (760725578)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:05:53.2 (760758947)|HEAP_ALLOCATE|[52]|Bytes:5
18:05:53.2 (760784123)|HEAP_ALLOCATE|[52]|Bytes:8
18:05:53.2 (760798578)|VARIABLE_SCOPE_BEGIN|[52]|acc|Account|true|false
18:05:53.2 (760837410)|VARIABLE_ASSIGNMENT|[52]|acc|{"Id":"0011X00000oHyxeQAC"}|0x39915a80
18:05:53.2 (760849211)|STATEMENT_EXECUTE|[52]
18:05:53.2 (760852329)|STATEMENT_EXECUTE|[54]
18:05:53.2 (760854998)|STATEMENT_EXECUTE|[54]
18:05:53.2 (760858308)|STATEMENT_EXECUTE|[55]
18:05:53.2 (760947687)|HEAP_ALLOCATE|[55]|Bytes:41
18:05:53.2 (760976569)|VARIABLE_SCOPE_BEGIN|[57]|e|System.NullPointerException|true|false
18:05:53.2 (761284436)|VARIABLE_ASSIGNMENT|[57]|e|"common.apex.runtime.impl.ExecutionException: Attempt to de-reference a null object"|0x1ca9f02c
18:05:53.2 (761298262)|STATEMENT_EXECUTE|[57]
18:05:53.2 (761344596)|HEAP_ALLOCATE|[57]|Bytes:4
18:05:53.2 (761493864)|HEAP_ALLOCATE|[57]|Bytes:4
18:05:53.2 (789841571)|HEAP_DUMP|[58]|07n1X0000009FTI|UpdateAccountTurnover|none|58
18:05:53.2 (789869282)|STATEMENT_EXECUTE|[58]
18:05:53.2 (789908158)|HEAP_ALLOCATE|[58]|Bytes:28
18:05:53.2 (789917065)|HEAP_ALLOCATE|[58]|Bytes:28
18:05:53.2 (790016901)|HEAP_ALLOCATE|[58]|Bytes:28
18:05:53.2 (790103241)|HEAP_ALLOCATE|[58]|Bytes:-4
18:05:53.2 (790142132)|VARIABLE_ASSIGNMENT|[58]|this.Chiffre_d_affaire__c|21500.00|0x39915a80
18:05:53.2 (790154140)|STATEMENT_EXECUTE|[61]
18:05:53.2 (790179355)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:05:53.2 (790202805)|HEAP_ALLOCATE|[52]|Bytes:5
18:05:53.2 (790225837)|VARIABLE_ASSIGNMENT|[52]|acc|null|
18:05:53.2 (790233153)|HEAP_ALLOCATE|[49]|Bytes:4
18:05:53.2 (790242661)|VARIABLE_ASSIGNMENT|[49]|i|1
18:05:53.2 (790288311)|STATEMENT_EXECUTE|[49]
18:05:53.2 (790291659)|STATEMENT_EXECUTE|[50]
18:05:53.2 (790315502)|VARIABLE_SCOPE_BEGIN|[50]|newOrder|Order|true|false
18:05:53.2 (790916813)|VARIABLE_ASSIGNMENT|[50]|newOrder|{"Status":"Draft","LastModifiedDate":"2021-04-10T16:05:54.000Z","IsDeleted":false,"AccountId":"0011X00000oHyxeQAC","OrderNumber":"00100101","TotalAmount":77500.00,"StatusCode":"Draft","IsReductionOrder":false,"SystemModstamp":"2021-04-10T16:05:54.000Z","ShipmentCost__c":650,"OwnerId":"0051X000007SSFeQAO","CreatedById":"0051X000007SSFeQAO","CreatedDate":"2021-04-10T16:05:53.000Z","Pricebook2Id":"01s1X000002dH5TQAU","Id":"8011X000002CvRVQA0","LastModifiedById":"0051X000007SSFeQAO","EffectiveDate":"2021-04-01T00:00:00.000Z"}|0x206f50d0
18:05:53.2 (791021623)|HEAP_ALLOCATE|[52]|Bytes:5
18:05:53.2 (791046998)|HEAP_ALLOCATE|[52]|Bytes:12
18:05:53.2 (791057539)|VARIABLE_SCOPE_BEGIN|[52]|acc|Account|true|false
18:05:53.2 (791080813)|VARIABLE_ASSIGNMENT|[52]|acc|{"Id":"0011X00000oHyxdQAC","Chiffre_d_affaire__c":21500.00}|0x45a34165
18:05:53.2 (791090409)|STATEMENT_EXECUTE|[52]
18:05:53.2 (791093506)|STATEMENT_EXECUTE|[54]
18:05:53.2 (791096176)|STATEMENT_EXECUTE|[54]
18:05:53.2 (791099489)|STATEMENT_EXECUTE|[55]
18:05:53.2 (791116075)|HEAP_ALLOCATE|[55]|Bytes:28
18:05:53.2 (791144057)|HEAP_ALLOCATE|[55]|Bytes:28
18:05:53.2 (791209688)|VARIABLE_ASSIGNMENT|[55]|this.Chiffre_d_affaire__c|99000.00|0x45a34165
18:05:53.2 (791223598)|STATEMENT_EXECUTE|[61]
18:05:53.2 (791244988)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:05:53.2 (791262316)|HEAP_ALLOCATE|[52]|Bytes:5
18:05:53.2 (791275449)|HEAP_ALLOCATE|[52]|Bytes:12
18:05:53.2 (791283629)|VARIABLE_SCOPE_BEGIN|[52]|acc|Account|true|false
18:05:53.2 (791301332)|VARIABLE_ASSIGNMENT|[52]|acc|{"Id":"0011X00000oHyxeQAC","Chiffre_d_affaire__c":21500.00}|0x39915a80
18:05:53.2 (791307920)|STATEMENT_EXECUTE|[52]
18:05:53.2 (791310751)|STATEMENT_EXECUTE|[54]
18:05:53.2 (791313329)|STATEMENT_EXECUTE|[54]
18:05:53.2 (791316016)|STATEMENT_EXECUTE|[55]
18:05:53.2 (791326172)|HEAP_ALLOCATE|[55]|Bytes:28
18:05:53.2 (791348842)|HEAP_ALLOCATE|[55]|Bytes:28
18:05:53.2 (791404729)|VARIABLE_ASSIGNMENT|[55]|this.Chiffre_d_affaire__c|99000.00|0x39915a80
18:05:53.2 (791413040)|STATEMENT_EXECUTE|[61]
18:05:53.2 (791433023)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:05:53.2 (791448021)|HEAP_ALLOCATE|[52]|Bytes:5
18:05:53.2 (791462424)|VARIABLE_ASSIGNMENT|[52]|acc|null|
18:05:53.2 (791468754)|HEAP_ALLOCATE|[49]|Bytes:4
18:05:53.2 (791477666)|VARIABLE_ASSIGNMENT|[49]|i|2
18:05:53.2 (791542532)|HEAP_ALLOCATE|[49]|Bytes:4
18:05:53.2 (791674234)|HEAP_ALLOCATE|[49]|Bytes:4
18:05:53.2 (823571757)|HEAP_DUMP|[66]|07n1X0000009FTJ|UpdateAccountTurnover|none|66
18:05:53.2 (823600685)|STATEMENT_EXECUTE|[66]
18:05:53.2 (823705016)|DML_BEGIN|[66]|Op:Update|Type:Account|Rows:4
18:05:53.2 (823757256)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:20
18:05:53.2 (824153135)|EXCEPTION_THROWN|[66]|System.ListException: Duplicate id in list: 0011X00000oHyxdQAC
18:05:53.2 (824179382)|DML_END|[66]
18:05:53.2 (824912265)|HEAP_ALLOCATE|[66]|Bytes:44
18:05:53.2 (825059704)|FATAL_ERROR|System.ListException: Duplicate id in list: 0011X00000oHyxdQAC

Trigger.UpdateAccountTurnover: line 66, column 1
18:05:53.2 (825089282)|FATAL_ERROR|System.ListException: Duplicate id in list: 0011X00000oHyxdQAC

Trigger.UpdateAccountTurnover: line 66, column 1
18:05:53.825 (825146921)|CUMULATIVE_LIMIT_USAGE
18:05:53.825 (825146921)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 1 out of 100
  Number of query rows: 1 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 7 out of 150
  Number of Publish Immediate DML: 0 out of 150
  Number of DML rows: 7 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

18:05:53.825 (825146921)|TESTING_LIMITS
18:05:53.825 (825146921)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 1 out of 100
  Number of query rows: 2 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 8 out of 150
  Number of Publish Immediate DML: 0 out of 150
  Number of DML rows: 12 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

18:05:53.825 (825146921)|CUMULATIVE_LIMIT_USAGE_END

18:05:53.2 (826244399)|CODE_UNIT_FINISHED|UpdateAccountTurnover on Order trigger event AfterUpdate|__sfdc_trigger/UpdateAccountTurnover
18:05:53.2 (931614780)|DML_END|[75]
18:05:53.2 (931694992)|EXCEPTION_THROWN|[75]|System.DmlException: Update failed. First exception on row 0 with id 8011X000002CvRUQA0; first error: CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY, UpdateAccountTurnover: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0011X00000oHyxdQAC

Trigger.UpdateAccountTurnover: line 66, column 1: []
18:05:53.2 (932235827)|HEAP_ALLOCATE|[75]|Bytes:299
18:05:53.2 (932309197)|FATAL_ERROR|System.DmlException: Update failed. First exception on row 0 with id 8011X000002CvRUQA0; first error: CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY, UpdateAccountTurnover: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0011X00000oHyxdQAC

Trigger.UpdateAccountTurnover: line 66, column 1: []

Class.TestUpdateAccountTurnover.should_aggregate_two_orders_on_account: line 75, column 1
18:05:53.2 (932327529)|FATAL_ERROR|System.DmlException: Update failed. First exception on row 0 with id 8011X000002CvRUQA0; first error: CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY, UpdateAccountTurnover: execution of AfterUpdate

caused by: System.ListException: Duplicate id in list: 0011X00000oHyxdQAC

Trigger.UpdateAccountTurnover: line 66, column 1: []

Class.TestUpdateAccountTurnover.should_aggregate_two_orders_on_account: line 75, column 1
18:05:53.932 (932361668)|CUMULATIVE_LIMIT_USAGE
18:05:53.932 (932361668)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 1 out of 100
  Number of query rows: 1 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 7 out of 150
  Number of Publish Immediate DML: 0 out of 150
  Number of DML rows: 7 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

18:05:53.932 (932361668)|TESTING_LIMITS
18:05:53.932 (932361668)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 0 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 7 out of 150
  Number of Publish Immediate DML: 0 out of 150
  Number of DML rows: 8 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

18:05:53.932 (932361668)|CUMULATIVE_LIMIT_USAGE_END

18:05:53.2 (932415319)|CODE_UNIT_FINISHED|TestUpdateAccountTurnover.should_aggregate_two_orders_on_account()
18:05:53.2 (932431370)|EXECUTION_FINISHED
18:05:54.166 (1166059955)|USER_INFO|[EXTERNAL]|0051X000007SSFe|test-in7nqa4fsmgt@example.com|(GMT+02:00) Central European Summer Time (Europe/Paris)|GMT+02:00
18:05:54.166 (1166093279)|EXECUTION_STARTED
18:05:54.166 (1166100831)|CODE_UNIT_STARTED|[EXTERNAL]|DuplicateDetector
18:05:54.166 (1166120600)|DUPLICATE_DETECTION_BEGIN
18:05:54.166 (1166406798)|DUPLICATE_DETECTION_RULE_INVOCATION|DuplicateRuleId:0Bm1X000002PzvU|DuplicateRuleName:Standard Account Duplicate Rule|DmlType:INSERT
18:05:54.166 (1179709701)|DUPLICATE_DETECTION_END
18:05:54.166 (1179728908)|CODE_UNIT_FINISHED|DuplicateDetector
18:05:54.166 (1179747811)|EXECUTION_FINISHED
